"","Term","Overlap","P.value","Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"11","regulation of endopeptidase activity (GO:0052548)","6/71",1.47877845473108e-06,0.000170462825509001,19.4779050736498,261.477127707438,"SERPINA3;SERPINB1;SERPINB13;TIMP1;GAPDH;SERPINB6"
"12","cellular response to zinc ion (GO:0071294)","4/18",1.70588085794879e-06,0.000180254743989922,59.1845238095238,786.055047821626,"MT2A;MT1G;MT1X;MT1E"
"13","cellular response to copper ion (GO:0071280)","4/19",2.15250350312219e-06,0.000209951880150687,55.2361111111111,720.769328837962,"MT2A;MT1G;MT1X;MT1E"
"14","cellular response to interferon-gamma (GO:0071346)","7/121",2.50384461715626e-06,0.000226776783896724,13.0637615544237,168.492257413319,"MT2A;CCL20;HLA-A;CD47;B2M;GAPDH;SLC26A6"
"15","platelet degranulation (GO:0002576)","7/125",3.11111410505192e-06,0.00025999967974209,12.6183706943685,160.00762388599,"CFD;SERPINA3;TMSB4X;ANXA5;FLNA;TIMP1;VEGFA"
"16","negative regulation of growth (GO:0045926)","7/126",3.28075305668252e-06,0.00025999967974209,12.5117014547755,157.990729033024,"MT2A;GJA1;SMAD3;MT1G;MT1X;ENO1;MT1E"
"17","regulation of apoptotic process (GO:0042981)","15/742",4.07099794240181e-06,0.000303648552409735,4.65401731531677,57.7639055322526,"EGLN3;ANXA1;TNFRSF12A;GADD45A;IGFBP3;ANXA5;NDRG1;VEGFA;CXCL10;LGALS1;TCIM;CYP1B1;FLNA;ANGPTL4;PHLDA1"
"18","response to copper ion (GO:0046688)","4/23",4.84262896672533e-06,0.00034113630721154,43.5986842105263,533.562999804409,"MT2A;MT1G;MT1X;MT1E"
"19","pyruvate metabolic process (GO:0006090)","5/55",8.0607185019985e-06,0.000537946897922847,20.8947368421053,245.064085311388,"LDHA;PGK1;ENO1;SLC16A3;GAPDH"
"20","cellular response to cadmium ion (GO:0071276)","4/27",9.45158425012631e-06,0.000599230441458008,36.0090579710145,416.600609299125,"MT2A;MT1G;MT1X;MT1E"
"21","cellular zinc ion homeostasis (GO:0006882)","4/28",1.09846321890329e-05,0.000663262553128271,34.5069444444444,394.035258785632,"MT2A;MT1G;MT1X;MT1E"
"22","glycolytic process (GO:0006096)","4/29",1.26933951089874e-05,0.000699792391225915,33.125,373.465453004315,"LDHA;PGK1;ENO1;GAPDH"
"23","response to cadmium ion (GO:0046686)","4/29",1.26933951089874e-05,0.000699792391225915,33.125,373.465453004315,"MT2A;MT1G;MT1X;MT1E"
"24","modulation by symbiont of host process (GO:0044003)","3/10",1.41879072463859e-05,0.000740013109132206,87.8924889543446,981.154450387806,"PGK1;ENO1;B2M"
"25","zinc ion homeostasis (GO:0055069)","4/30",1.45901638235845e-05,0.000740013109132206,31.849358974359,354.647802574239,"MT2A;MT1G;MT1X;MT1E"
"26","cell-substrate junction assembly (GO:0007044)","4/34",2.43143847923326e-05,0.00118579384294914,27.5972222222222,293.205098341509,"LAMB3;KRT14;LAMC2;KRT5"
"27","regulation of cell population proliferation (GO:0042127)","14/764",2.63247042516147e-05,0.00123628611077953,4.15658914728682,43.8312439243904,"FGFBP1;EGLN3;JAG1;IGFBP3;LAMC2;SOD2;VEGFA;CXCL10;SQLE;CYP1B1;IGFBP7;IGFBP6;TIMP1;CD47"
"28","response to metal ion (GO:0010038)","5/71",2.83213186327822e-05,0.00128255114379885,15.8165869218501,165.629649023693,"MT2A;CAV1;MT1X;CRIP1;NDRG1"
"29","regulated exocytosis (GO:0045055)","7/180",3.36796271340684e-05,0.00147261266227582,8.58282056063149,88.3911855057554,"CFD;SERPINA3;TMSB4X;ANXA5;FLNA;TIMP1;VEGFA"
"30","regulation of trophoblast cell migration (GO:1901163)","3/14",4.24153224447596e-05,0.00179275429533184,55.9203373945642,563.006006243408,"GJA1;TIMP1;VEGFA"
"31","response to interferon-gamma (GO:0034341)","5/80",5.04681708784738e-05,0.00204819651425119,13.9122807017544,137.650438353005,"IFITM3;CCL20;CD47;GAPDH;SLC26A6"
"32","carbohydrate catabolic process (GO:0016052)","4/41",5.16895019369385e-05,0.00204819651425119,22.3682432432432,220.780283823849,"LDHA;PGK1;ENO1;GAPDH"
"33","epidermis development (GO:0008544)","5/83",6.02361311539362e-05,0.00231452770615731,13.3751686909582,129.969700140671,"LAMB3;COL7A1;KRT14;LAMC2;KRT5"
"34","regulation of wound healing (GO:0061041)","4/47",8.8972206754983e-05,0.00331813994603878,19.2412790697674,179.46699877969,"ANXA1;TNFRSF12A;CAV1;CLDN1"
"35","positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)","3/18",9.37129144180769e-05,0.0033950850137749,41,380.286256587576,"FGFBP1;ANXA1;VEGFA"
"36","positive regulation of blood vessel endothelial cell migration (GO:0043536)","4/48",9.66898348669846e-05,0.0034056308503149,18.8030303030303,173.815255017141,"FGFBP1;ANXA1;TMSB4X;VEGFA"
"37","positive regulation of cell motility (GO:2000147)","7/221",0.000122622074737354,0.00420229164235039,6.92402773590594,62.3605876050989,"MMP7;CAVIN1;CAV1;LAMC2;SOD2;CLDN1;VEGFA"
"38","epithelial cell differentiation (GO:0030855)","5/101",0.000153077599026429,0.0051079577780398,10.8574561403509,95.3780355182369,"JAG1;ANXA1;PGK1;RHCG;VEGFA"
"39","canonical glycolysis (GO:0061621)","3/24",0.000227436407823654,0.00720973412800983,29.2768777614138,245.593184488819,"PGK1;ENO1;GAPDH"
"40","glucose catabolic process to pyruvate (GO:0061718)","3/24",0.000227436407823654,0.00720973412800983,29.2768777614138,245.593184488819,"PGK1;ENO1;GAPDH"
"41","cellular divalent inorganic cation homeostasis (GO:0072503)","5/111",0.000238128806757939,0.00722722169363054,9.82820258192652,81.9937341402188,"MT2A;CAV1;MT1G;MT1X;MT1E"
"42","caveola assembly (GO:0070836)","2/5",0.000245087170998512,0.00722722169363054,135.353741496599,1125.31701267514,"CAV2;CAV1"
"43","cellular response to erythropoietin (GO:0036018)","2/5",0.000245087170998512,0.00722722169363054,135.353741496599,1125.31701267514,"MT2A;MT1X"
"44","glycolytic process through glucose-6-phosphate (GO:0061620)","3/25",0.000257514521493891,0.00742110030123305,27.9447047797563,230.947180745545,"PGK1;ENO1;GAPDH"
"45","regulation of blood coagulation (GO:0030193)","3/27",0.000325124352919345,0.00901961071530114,25.6134020618557,205.708988323138,"THBD;CAV1;TFPI"
"46","cellular component disassembly (GO:0022411)","4/66",0.000334323110109743,0.00901961071530114,13.3319892473118,106.70127789939,"MMP7;MMP1;TIMP1;MMP10"
"47","extracellular matrix disassembly (GO:0022617)","4/66",0.000334323110109743,0.00901961071530114,13.3319892473118,106.70127789939,"MMP7;MMP1;TIMP1;MMP10"
"48","regulation of muscle contraction (GO:0006937)","3/28",0.000362821371980509,0.00929271978170988,24.5876288659794,194.773359177925,"TNNT1;CAV1;ENO1"
"49","negative regulation of trophoblast cell migration (GO:1901164)","2/6",0.000366432168048497,0.00929271978170988,101.510204081633,803.117990717184,"GJA1;TIMP1"
"50","plasma membrane raft assembly (GO:0044854)","2/6",0.000366432168048497,0.00929271978170988,101.510204081633,803.117990717184,"CAV2;CAV1"
"51","cellular response to decreased oxygen levels (GO:0036294)","4/69",0.000396452766194243,0.00985690406930001,12.7147435897436,99.5939972210319,"EGLN3;PGK1;NDRG1;VEGFA"
"52","cellular response to metal ion (GO:0071248)","5/131",0.000511131763507177,0.0115780350726698,8.25981620718463,62.6001818481135,"MT2A;MT1G;MT1X;B2M;MT1E"
"53","angiotensin-activated signaling pathway (GO:0038166)","2/7",0.00051133277923463,0.0115780350726698,81.2040816326531,615.404316417306,"CA2;CAV1"
"54","receptor-mediated endocytosis of virus by host cell (GO:0019065)","2/7",0.00051133277923463,0.0115780350726698,81.2040816326531,615.404316417306,"CAV2;CAV1"
"55","regulation of morphogenesis of an epithelium (GO:1905330)","2/7",0.00051133277923463,0.0115780350726698,81.2040816326531,615.404316417306,"CXCL10;GJA1"
"56","gas homeostasis (GO:0033483)","2/7",0.00051133277923463,0.0115780350726698,81.2040816326531,615.404316417306,"CAV1;SOD2"
"57","regulation of cell migration involved in sprouting angiogenesis (GO:0090049)","3/32",0.000541421069107827,0.0119894894762053,21.1919658727337,159.391414042061,"FGFBP1;ANXA1;VEGFA"
"58","regulation of angiogenesis (GO:0045765)","6/203",0.000548415133769642,0.0119894894762053,6.38395075062102,47.9337538562556,"CXCL10;RRAS;PGK1;CYP1B1;ANGPTL4;VEGFA"
"59","cellular response to vascular endothelial growth factor stimulus (GO:0035924)","3/34",0.000648483947959066,0.0138979992154523,19.8227469238444,145.516273766311,"ANXA1;MT1G;VEGFA"
"60","alpha-beta T cell activation (GO:0046631)","2/8",0.000679555166686154,0.0138979992154523,67.6666666666667,493.565548173325,"ANXA1;HLA-A"
"61","antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885)","2/8",0.000679555166686154,0.0138979992154523,67.6666666666667,493.565548173325,"HLA-A;B2M"
"62","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)","2/8",0.000679555166686154,0.0138979992154523,67.6666666666667,493.565548173325,"HLA-A;B2M"
"63","skin development (GO:0043588)","4/80",0.000695498319411124,0.0139982836351318,10.8684210526316,79.0230065976379,"ANXA1;JAG1;ITGA3;CLDN1"
"64","negative regulation of cell migration (GO:0030336)","5/144",0.00078502640815567,0.0155533357115842,7.48239303294207,53.4975628250484,"GJA1;JAG1;IGFBP3;CYP1B1;TIMP1"
"65","positive regulation of ATP biosynthetic process (GO:2001171)","2/9",0.000870867194754317,0.0167312061052799,57.997084548105,408.648679561366,"TMSB4X;ENO1"
"66","positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589)","2/9",0.000870867194754317,0.0167312061052799,57.997084548105,408.648679561366,"FGFBP1;VEGFA"
"67","endothelial cell migration (GO:0043542)","3/39",0.000972629455166433,0.0184073753604632,17.0652920962199,118.356459198027,"S100A2;CYP1B1;VEGFA"
"68","collagen fibril organization (GO:0030199)","4/89",0.00103751766290969,0.0192532941942047,9.71323529411765,66.7389042344027,"LAMB3;COL7A1;CYP1B1;LAMC2"
"69","regulation of nitric oxide biosynthetic process (GO:0045428)","3/40",0.00104769503107265,0.0192532941942047,16.6032320980775,113.917477373754,"SMAD3;CAV1;CD47"
"70","sequestering of actin monomers (GO:0042989)","2/10",0.00108503842061186,0.0196546959619405,50.7448979591837,346.391771762865,"TMSB4X;TMSB10"
"71","gluconeogenesis (GO:0006094)","3/41",0.00112632746020299,0.0201152566132028,16.1654910472056,109.744172047573,"PGK1;ENO1;GAPDH"
"72","cellular protein metabolic process (GO:0044267)","8/417",0.00116852073631519,0.0203893956363098,4.14393536727969,27.9799206297347,"ERO1A;LGALS1;MMP1;IGFBP3;IGFBP7;IGFBP6;TIMP1;MSLN"
"73","positive regulation of cellular component biogenesis (GO:0044089)","4/92",0.00117383744593897,0.0203893956363098,9.38068181818182,63.2959350834557,"SMAD3;SDC4;MMP1;VEGFA"
"74","cellular response to UV-A (GO:0071492)","2/11",0.0013218400851343,0.0222182254022548,45.1043083900227,298.984305122014,"MMP1;TIMP1"
"75","monocyte differentiation (GO:0030224)","2/11",0.0013218400851343,0.0222182254022548,45.1043083900227,298.984305122014,"MT1G;VEGFA"
"76","cellular transition metal ion homeostasis (GO:0046916)","4/96",0.00137449484440929,0.0222182254022548,8.97101449275362,59.1160161126674,"MT2A;MT1G;MT1X;MT1E"
"77","antibacterial humoral response (GO:0019731)","3/44",0.00138425852269568,0.0222182254022548,14.9803872265527,98.6097568216037,"DEFB1;PI3;HLA-A"
"78","positive regulation of cell-matrix adhesion (GO:0001954)","3/44",0.00138425852269568,0.0222182254022548,14.9803872265527,98.6097568216037,"RRAS;S100A10;VEGFA"
"79","hexose biosynthetic process (GO:0019319)","3/44",0.00138425852269568,0.0222182254022548,14.9803872265527,98.6097568216037,"PGK1;ENO1;GAPDH"
"80","negative regulation of hemostasis (GO:1900047)","2/12",0.00158104510229119,0.0250595648713153,40.5918367346939,261.803918893847,"THBD;TFPI"
"81","cellular response to chemical stress (GO:0062197)","4/101",0.00165754072306888,0.0259476745290289,8.50644329896907,54.4618249794084,"ERO1A;CAV1;SOD2;SERPINB6"
"82","positive regulation of vasculature development (GO:1904018)","4/102",0.0017186513921803,0.0265762190888368,8.41921768707483,53.5985530429797,"RRAS;CYP1B1;ANGPTL4;VEGFA"
"83","cardiac cell development (GO:0055006)","2/13",0.00186242805035638,0.0277830443276692,36.899814471243,231.947593213754,"JAG1;VEGFA"
"84","cellular component maintenance (GO:0043954)","2/13",0.00186242805035638,0.0277830443276692,36.899814471243,231.947593213754,"ITGA3;CLDN1"
"85","positive regulation of purine nucleotide biosynthetic process (GO:1900373)","2/13",0.00186242805035638,0.0277830443276692,36.899814471243,231.947593213754,"TMSB4X;ENO1"
"86","negative regulation of cellular process (GO:0048523)","9/566",0.00211867417521484,0.0298498937275397,3.43454929271805,21.1463990132151,"GJA1;FGFBP1;SMAD3;IGFBP3;CYP1B1;IGFBP7;ENO1;IGFBP6;SOD2"
"87","negative regulation of coagulation (GO:0050819)","2/14",0.00216576516004231,0.0298498937275397,33.8231292517007,207.504274169846,"THBD;TFPI"
"88","antigen processing and presentation of endogenous peptide antigen (GO:0002483)","2/14",0.00216576516004231,0.0298498937275397,33.8231292517007,207.504274169846,"HLA-A;B2M"
"89","regulation of integrin-mediated signaling pathway (GO:2001044)","2/14",0.00216576516004231,0.0298498937275397,33.8231292517007,207.504274169846,"FLNA;TIMP1"
"90","response to UV-A (GO:0070141)","2/14",0.00216576516004231,0.0298498937275397,33.8231292517007,207.504274169846,"MMP1;TIMP1"
"91","positive regulation of lymphocyte migration (GO:2000403)","2/14",0.00216576516004231,0.0298498937275397,33.8231292517007,207.504274169846,"CXCL10;CCL20"
"92","positive regulation of transmembrane transport (GO:0034764)","2/14",0.00216576516004231,0.0298498937275397,33.8231292517007,207.504274169846,"CA2;SLC26A6"
"93","positive regulation of cell migration (GO:0030335)","6/269",0.00232407703524699,0.0316874159214321,4.76587654720492,28.9023356365831,"MMP7;CAV1;LAMC2;SOD2;CLDN1;VEGFA"
"94","positive regulation of endothelial cell chemotaxis (GO:2001028)","2/15",0.00249083430520832,0.0335997648830228,31.2197802197802,187.166877082159,"TMSB4X;VEGFA"
"95","regulation of blood vessel endothelial cell migration (GO:0043535)","3/55",0.0026353413771885,0.0351748722765792,11.8049167327518,70.1063613055492,"GADD45A;TMSB4X;VEGFA"
"96","positive regulation of angiogenesis (GO:0045766)","4/116",0.00274591347645052,0.0355060589080712,7.36160714285714,43.4161196530766,"RRAS;CYP1B1;ANGPTL4;VEGFA"
"97","blood vessel morphogenesis (GO:0048514)","3/56",0.00277449269216819,0.0355060589080712,11.5815989107178,68.1842009003188,"CAV1;CYP1B1;VEGFA"
"98","regulation of ATP biosynthetic process (GO:2001169)","2/16",0.00283741499181759,0.0355060589080712,28.9883381924198,170.012598917729,"TMSB4X;ENO1"
"99","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)","2/16",0.00283741499181759,0.0355060589080712,28.9883381924198,170.012598917729,"FGFBP1;VEGFA"
"100","T cell mediated immunity (GO:0002456)","2/16",0.00283741499181759,0.0355060589080712,28.9883381924198,170.012598917729,"JAG1;HLA-A"
"101","transepithelial transport (GO:0070633)","2/16",0.00283741499181759,0.0355060589080712,28.9883381924198,170.012598917729,"RHCG;SLC26A6"
"102","positive regulation of cell junction assembly (GO:1901890)","3/57",0.00291809594754171,0.0355060589080712,11.3665521191294,66.3445636168701,"CAV1;S100A10;VEGFA"
"103","monocarboxylic acid transport (GO:0015718)","3/57",0.00291809594754171,0.0355060589080712,11.3665521191294,66.3445636168701,"SLC6A8;SLC16A3;SLC26A6"
"104","positive regulation of protein-containing complex assembly (GO:0031334)","4/118",0.00292063617209589,0.0355060589080712,7.23172514619883,42.2040139869092,"TPPP3;MMP1;FSCN1;VEGFA"
"105","negative regulation of cell population proliferation (GO:0008285)","7/379",0.00294017049317625,0.0355060589080712,3.95120823216557,23.0327295812366,"FGFBP1;IGFBP3;CYP1B1;IGFBP7;IGFBP6;SOD2;B2M"
"106","negative regulation of apoptotic process (GO:0043066)","8/485",0.00299564875862705,0.0358347417541425,3.5407893537508,20.5740909922144,"ANXA1;TCIM;CAV1;ANXA5;FLNA;ANGPTL4;SOD2;VEGFA"
"107","regulation of signal transduction (GO:0009966)","5/198",0.00318406425422006,0.0376324595043375,5.37414780474502,30.8991831867251,"ITGA3;IGFBP3;IGFBP7;IGFBP6;TIMP1"
"108","regulation of leukocyte migration (GO:0002685)","2/17",0.00320528834894988,0.0376324595043375,27.0544217687075,155.372278725068,"ANXA1;VEGFA"
"109","negative regulation of interleukin-8 production (GO:0032717)","2/18",0.00359423711737408,0.041058492475949,25.3622448979592,142.749455625051,"ANXA1;TMSB4X"
"110","positive regulation of extracellular matrix organization (GO:1903055)","2/18",0.00359423711737408,0.041058492475949,25.3622448979592,142.749455625051,"SMAD3;FSCN1"
"111","T cell migration (GO:0072678)","2/18",0.00359423711737408,0.041058492475949,25.3622448979592,142.749455625051,"CXCL10;CCL20"
"112","glucose metabolic process (GO:0006006)","3/62",0.00370447195656652,0.0419399146511281,10.4006639874192,58.2251484872837,"PGK1;ENO1;GAPDH"
"113","regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)","2/19",0.00400404563880334,0.0441489553913272,23.8691476590636,131.768436654952,"IGFBP3;IGFBP6"
"114","regulation of T cell cytokine production (GO:0002724)","2/19",0.00400404563880334,0.0441489553913272,23.8691476590636,131.768436654952,"HLA-A;B2M"
"115","positive regulation of focal adhesion assembly (GO:0051894)","2/19",0.00400404563880334,0.0441489553913272,23.8691476590636,131.768436654952,"VEGFA;S100A10"
"116","antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)","3/64",0.00405172498955602,0.0442895455754917,10.0586445834038,55.4091759409798,"CXCL10;DEFB1;GAPDH"
"117","innate immune response (GO:0045087)","6/302",0.00410620593467969,0.0445014455143064,4.22742955721679,23.2308068232723,"IFITM3;CFD;CXCL10;DEFB1;PI3;B2M"
"118","cellular response to hypoxia (GO:0071456)","4/131",0.00424502160436393,0.0456159948672327,6.48720472440945,35.4331665017492,"EGLN3;PGK1;NDRG1;VEGFA"
"119","regulation of T cell migration (GO:2000404)","2/20",0.00443449984753605,0.0472516454342497,22.5419501133787,122.139959975335,"CXCL10;CCL20"
"120","regulation of cell motility (GO:2000145)","4/133",0.00447938929060026,0.0473322135040095,6.3859819121447,34.5371052059919,"CAVIN1;TMSB4X;FLNA;TMSB10"
"121","interferon-gamma-mediated signaling pathway (GO:0060333)","3/68",0.00480405471030925,0.0491640559011553,9.43774781919112,50.3814818655157,"MT2A;HLA-A;B2M"
"122","calcium-mediated signaling using intracellular calcium source (GO:0035584)","2/21",0.00488538725831669,0.0491640559011553,21.3544575725027,113.63788950908,"CCL20;DEFB1"
"123","negative regulation of peptidyl-serine phosphorylation (GO:0033137)","2/21",0.00488538725831669,0.0491640559011553,21.3544575725027,113.63788950908,"GADD45A;CAV1"
"124","negative regulation of reproductive process (GO:2000242)","2/21",0.00488538725831669,0.0491640559011553,21.3544575725027,113.63788950908,"GJA1;TIMP1"
"125","positive regulation of immune system process (GO:0002684)","2/21",0.00488538725831669,0.0491640559011553,21.3544575725027,113.63788950908,"ANXA1;VEGFA"
"126","positive regulation of T cell cytokine production (GO:0002726)","2/21",0.00488538725831669,0.0491640559011553,21.3544575725027,113.63788950908,"HLA-A;B2M"
"127","negative regulation of epithelial cell proliferation (GO:0050680)","3/72",0.00563543249072426,0.0558260031112372,8.88883908561183,46.0324654948436,"CAV2;CAV1;B2M"
"128","cell junction organization (GO:0034330)","3/72",0.00563543249072426,0.0558260031112372,8.88883908561183,46.0324654948436,"SMAD3;FLNA;CLDN1"
"129","negative regulation of DNA-binding transcription factor activity (GO:0043433)","4/143",0.00578268220405759,0.0566813799208944,5.92356115107914,30.523445127792,"TMSB4X;CYP1B1;ID3;FLNA"
"130","positive regulation of morphogenesis of an epithelium (GO:1905332)","2/23",0.00584761959206228,0.0566813799208944,19.3187560738581,99.3316462237063,"GJA1;VEGFA"
"131","granulocyte chemotaxis (GO:0071621)","3/73",0.00585588388772647,0.0566813799208944,8.76141384388807,45.0363685681287,"CXCL10;ANXA1;CCL20"
"132","positive regulation of intracellular signal transduction (GO:1902533)","8/546",0.00607279484046571,0.0583356352856858,3.12946500727332,15.9725901906393,"GJA1;LGALS1;TCIM;CAV2;CAV1;FLNA;GAPDH;VEGFA"
"133","positive regulation of T cell activation (GO:0050870)","3/75",0.00631213688567951,0.0588513726529055,8.51718213058419,43.1419208970586,"ANXA1;HLA-A;CD47"
"134","regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)","2/24",0.00635854736076345,0.0588513726529055,18.4397031539889,93.2671948534304,"SMAD3;ITGA3"
"135","positive regulation of cell-substrate junction organization (GO:0150117)","2/24",0.00635854736076345,0.0588513726529055,18.4397031539889,93.2671948534304,"VEGFA;S100A10"
"136","positive regulation of p38MAPK cascade (GO:1900745)","2/24",0.00635854736076345,0.0588513726529055,18.4397031539889,93.2671948534304,"GADD45A;VEGFA"
"137","mammary gland development (GO:0030879)","2/24",0.00635854736076345,0.0588513726529055,18.4397031539889,93.2671948534304,"CAV1;VEGFA"
"138","regulation of T cell proliferation (GO:0042129)","3/76",0.00654799848395007,0.0601656672293383,8.40008473379466,42.2406312404249,"ANXA1;SDC4;IDO1"
"139","cellular response to UV (GO:0034644)","3/77",0.0067890554235684,0.0615165199689324,8.28615213151296,41.3681460172482,"MMP1;TIMP1;CRIP1"
"140","response to cytokine (GO:0034097)","4/150",0.00683178162196635,0.0615165199689324,5.63755707762557,28.1098167729707,"IFITM3;SMAD3;ANXA1;TIMP1"
"141","positive regulation of T cell migration (GO:2000406)","2/25",0.00688907400282997,0.0615165199689324,17.6370896184561,87.7942327571282,"CXCL10;CCL20"
"142","negative regulation of actin filament polymerization (GO:0030837)","2/25",0.00688907400282997,0.0615165199689324,17.6370896184561,87.7942327571282,"TMSB4X;TMSB10"
"143","mononuclear cell differentiation (GO:1903131)","2/26",0.0074389947886241,0.0659625551886389,16.9013605442177,82.8338984204336,"MT1G;VEGFA"
"144","positive regulation of multicellular organismal process (GO:0051240)","6/345",0.00774337169147605,0.0681846896166086,3.6831105253248,17.9032984959765,"GJA1;SMAD3;CAV1;ENO1;GAPDH;VEGFA"
"145","camera-type eye development (GO:0043010)","2/27",0.00800810651058956,0.0695498565440244,16.2244897959184,78.3204947866311,"CYP1B1;VEGFA"
"146","positive regulation of cellular component movement (GO:0051272)","2/27",0.00800810651058956,0.0695498565440244,16.2244897959184,78.3204947866311,"CAVIN1;VEGFA"
"147","cell-cell junction organization (GO:0045216)","3/82",0.00807321977106542,0.0696383855082377,7.7597546652747,37.3958321548795,"SMAD3;FSCN1;CLDN1"
"148","cellular response to growth factor stimulus (GO:0071363)","4/158",0.0081768195013076,0.070055453565257,5.34253246753247,25.6786259597823,"SMAD3;ANXA1;MT1G;VEGFA"
"149","supramolecular fiber organization (GO:0097435)","6/351",0.00839194586977562,0.0714160225696342,3.61794634597595,17.2955304885588,"TPPP3;LAMB3;COL7A1;CYP1B1;LAMC2;B2M"
"150","positive regulation of protein import into nucleus (GO:0042307)","2/28",0.00859620747114401,0.0721853713470901,15.5996860282575,74.1988795836398,"SMAD3;FLNA"
"151","positive regulation of response to wounding (GO:1903036)","2/28",0.00859620747114401,0.0721853713470901,15.5996860282575,74.1988795836398,"ANXA1;CLDN1"
"152","positive regulation of endothelial cell migration (GO:0010595)","3/86",0.00919670427931818,0.0748046640925962,7.38430008694572,34.6243191824314,"RRAS;TMSB4X;VEGFA"
"153","response to interleukin-1 (GO:0070555)","3/86",0.00919670427931818,0.0748046640925962,7.38430008694572,34.6243191824314,"ANXA1;CCL20;CD47"
"154","negative regulation of wound healing (GO:0061045)","2/29",0.00920309747511436,0.0748046640925962,15.021164021164,70.4224490277819,"THBD;TFPI"
"155","dicarboxylic acid transport (GO:0006835)","2/29",0.00920309747511436,0.0748046640925962,15.021164021164,70.4224490277819,"GJA1;SLC26A6"
"156","positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)","2/29",0.00920309747511436,0.0748046640925962,15.021164021164,70.4224490277819,"TNFRSF12A;CAV1"
"157","artery morphogenesis (GO:0048844)","2/30",0.00982857782071015,0.0778914792291279,14.4839650145773,66.9515638793864,"JAG1;VEGFA"
"158","respiratory tube development (GO:0030323)","2/30",0.00982857782071015,0.0778914792291279,14.4839650145773,66.9515638793864,"ITGA3;VEGFA"
"159","positive regulation of protein import (GO:1904591)","2/30",0.00982857782071015,0.0778914792291279,14.4839650145773,66.9515638793864,"SMAD3;FLNA"
"160","maintenance of blood-brain barrier (GO:0035633)","2/30",0.00982857782071015,0.0778914792291279,14.4839650145773,66.9515638793864,"GJA1;CLDN1"
"161","neutrophil degranulation (GO:0043312)","7/481",0.0104720139405445,0.080969928228408,3.08475114559231,14.0635313761735,"CFD;SERPINA3;SERPINB1;CD59;CD47;B2M;SERPINB6"
"162","regulation of cellular pH (GO:0030641)","2/31",0.0104724512850622,0.080969928228408,13.9838142153413,63.7523090878691,"CA2;SLC26A6"
